Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Src IP
443,6,2018-02-28 01:01:22,709913,11,12,2008,4434,1078,0,182.5454545455,315.1251699361,1460,0,369.5,539.4651391551,9074.3513641813,32.3983361341,32268.7727272727,91811.9215238319,433314,1,276421,27642.1,29153.493823211,76746,30,663296,60299.6363636364,135544.258839888,462610,1,0,0,0,0,232,252,15.494856412,16.9034797222,0,1460,268.4166666667,440.8520324244,194350.514492754,0,0,1,1,0,0,0,1,1,280.0869565217,182.5454545455,369.5,0,0,0,0,0,0,11,2008,12,4434,8192,8002,6,20,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:01:22,140574,2,2,80,292,40,40,40,0,146,146,146,0,2646.2930556148,28.4547640389,46858,59395.040609465,113658,1,26915,26915,0,26915,26915,1,1,0,1,1,0,0,0,0,16,16,14.2273820194,14.2273820194,40,146,82.4,58.0585910955,3370.8,0,0,0,0,0,0,0,0,1,103,40,146,0,0,0,0,0,0,2,80,2,292,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign,Network
443,6,2018-02-28 01:01:26,479,3,0,77,0,46,0,25.6666666667,23.4591844132,0,0,0,0,160751.565762004,6263.0480167015,239.5,316.0767311904,463,16,479,239.5,316.0767311904,463,16,0,0,0,0,0,1,0,0,0,60,0,6263.0480167015,0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41,25.6666666667,0,0,0,0,0,0,0,3,77,0,0,258,-1,1,20,0,0,0,0,0,0,0,0,Benign,Network
443,6,2018-02-28 01:01:27,943,3,0,77,0,46,0,25.6666666667,23.4591844132,0,0,0,0,81654.2948038176,3181.3361611877,471.5,647.0027047857,929,14,943,471.5,647.0027047857,929,14,0,0,0,0,0,1,0,0,0,60,0,3181.3361611877,0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41,25.6666666667,0,0,0,0,0,0,0,3,77,0,0,258,-1,1,20,0,0,0,0,0,0,0,0,Benign,Network
51659,6,2018-02-28 01:01:27,56,3,1,77,0,46,0,25.6666666667,23.4591844132,0,0,0,0,1375000,71428.5714285714,18.6666666667,19.1398362933,39,1,56,28,38.1837661841,55,1,0,0,0,0,0,1,0,0,0,60,20,53571.4285714286,17857.1428571429,0,46,24.6,23.2765976895,541.8,0,1,0,0,1,0,0,0,0,30.75,25.6666666667,0,0,0,0,0,0,0,3,77,1,0,129,0,1,20,0,0,0,0,0,0,0,0,Benign,Network
51649,6,2018-02-28 01:01:27,39,2,0,0,0,0,0,0,0,0,0,0,0,0,51282.0512820513,39,0,39,39,39,39,0,39,39,0,0,0,0,0,0,0,0,0,40,0,51282.0512820513,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,184,-1,0,20,0,0,0,0,0,0,0,0,Benign,Network
443,6,2018-02-28 01:01:27,823,3,0,77,0,46,0,25.6666666667,23.4591844132,0,0,0,0,93560.1458080194,3645.2004860267,411.5,560.7356774809,808,15,823,411.5,560.7356774809,808,15,0,0,0,0,0,1,0,0,0,60,0,3645.2004860267,0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41,25.6666666667,0,0,0,0,0,0,0,3,77,0,0,252,-1,1,20,0,0,0,0,0,0,0,0,Benign,Network
51660,6,2018-02-28 01:01:27,35,2,0,0,0,0,0,0,0,0,0,0,0,0,57142.8571428571,35,0,35,35,35,35,0,35,35,0,0,0,0,0,0,0,0,0,40,0,57142.8571428571,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,127,-1,0,20,0,0,0,0,0,0,0,0,Benign,Network
51664,6,2018-02-28 01:01:28,0,2,0,0,0,0,0,0,0,0,0,0,0,,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,118,-1,0,20,0,0,0,0,0,0,0,0,Benign,Network
443,6,2018-02-28 01:01:29,206,3,0,77,0,46,0,25.6666666667,23.4591844132,0,0,0,0,373786.40776699,14563.1067961165,103,120.2081528017,188,18,206,103,120.2081528017,188,18,0,0,0,0,0,1,0,0,0,60,0,14563.1067961165,0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41,25.6666666667,0,0,0,0,0,0,0,3,77,0,0,253,-1,1,20,0,0,0,0,0,0,0,0,Benign,Network
3389,6,2018-02-28 01:01:39,241134,2,1,0,0,0,0,0,0,0,0,0,0,0,12.4412152579,120567,170397.177916772,241056,78,241134,241134,0,241134,241134,0,0,0,0,0,0,0,0,0,40,24,8.2941435053,4.1470717526,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1024,64000,0,20,0,0,0,0,0,0,0,0,Benign,Network
443,6,2018-02-28 01:01:48,302,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0,0,102649.006622517,9933.7748344371,151,132.9360748631,245,57,302,151,132.9360748631,245,57,0,0,0,0,0,0,0,0,0,60,0,9933.7748344371,0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.3333333333,10.3333333333,0,0,0,0,0,0,0,3,31,0,0,255,-1,1,20,0,0,0,0,0,0,0,0,Benign,Network
443,6,2018-02-28 01:01:53,240,2,0,0,0,0,0,0,0,0,0,0,0,0,8333.3333333333,240,0,240,240,240,240,0,240,240,0,0,0,0,0,0,0,0,0,40,0,8333.3333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,258,-1,0,20,0,0,0,0,0,0,0,0,Benign,Network
80,6,2018-02-28 01:01:58,47944,3,4,437,860,437,0,145.6666666667,252.3020676359,860,0,215,430,27052.3944602036,146.0036709494,7990.6666666667,12199.7337293347,23798,15,23847,11923.5,16650.2433765996,23697,150,24262,8087.3333333333,13749.1431126937,23963,43,0,0,0,0,72,92,62.5730018355,83.430669114,0,860,162.125,320.7787121099,102898.982142857,0,0,1,1,0,0,0,1,1,185.2857142857,145.6666666667,215,0,0,0,0,0,0,3,437,4,860,8192,31,1,20,0,0,0,0,0,0,0,0,Benign,Network
80,6,2018-02-28 01:01:58,461,2,0,0,0,0,0,0,0,0,0,0,0,0,4338.3947939263,461,0,461,461,461,461,0,461,461,0,0,0,0,0,0,0,0,0,40,0,4338.3947939263,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0,0,0,0,0,0,0,0,Benign,Network
54239,6,2018-02-28 01:01:59,49,2,1,107,0,107,0,53.5,75.660425587,0,0,0,0,2183673.46938775,61224.4897959184,24.5,12.0208152802,33,16,49,49,0,49,49,0,0,0,0,0,1,0,0,0,40,20,40816.3265306122,20408.1632653061,0,107,53.5,61.7764788033,3816.3333333333,0,1,0,0,1,0,0,0,0,71.3333333333,53.5,0,0,0,0,0,0,0,2,107,1,0,60,0,0,20,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:02:00,19940,1,1,53,81,53,53,53,0,81,81,81,0,6720.1604814443,100.3009027081,19940,0,19940,19940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,50.1504513541,50.1504513541,53,81,62.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,93.5,53,81,0,0,0,0,0,0,1,53,1,81,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:02:00,2216,1,1,31,158,31,31,31,0,158,158,158,0,85288.8086642599,902.5270758123,2216,0,2216,2216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,451.2635379061,451.2635379061,31,158,73.3333333333,73.3234841871,5376.3333333333,0,0,0,0,0,0,0,0,1,110,31,158,0,0,0,0,0,0,1,31,1,158,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
443,6,2018-02-28 01:02:00,118535192,15,14,862,4921,228,0,57.4666666667,78.1764183175,1430,0,351.5,564.0598372513,48.7871989949,0.2446530816,4233399.71428571,15418865.7625823,58920428,0,118535192,8466799.42857143,21363316.5811385,58920428,174,118379405,9106108.07692308,22121680.338049,59076419,0,0,0,0,0,312,292,0.1265446974,0.1181083842,0,1430,192.7666666667,410.4742995301,168489.150574713,0,0,1,1,0,0,0,1,0,199.4137931034,57.4666666667,351.5,0,0,0,0,0,0,15,862,14,4921,8192,180,8,20,364850.5,295410.121296648,573737,155964,58824870.5,135138.712486467,58920428,58729313,Benign,Network
443,6,2018-02-28 01:02:00,5426651,8,6,351,3973,194,0,43.875,74.7117078222,1460,0,662.1666666667,726.5007685245,796.8081971735,2.5798600279,417434.692307692,1475646.53504672,5328418,0,5426651,775235.857142857,2007905.60700492,5328418,40,30058,6011.6,7764.7217142664,16635,0,0,0,0,0,172,132,1.4742057302,1.1056542977,0,1460,288.2666666667,539.6965373068,291272.352380952,0,0,1,1,0,0,0,1,0,308.8571428571,43.875,662.1666666667,0,0,0,0,0,0,8,351,6,3973,8192,110,3,20,98193,0,98193,98193,5328418,0,5328418,5328418,Benign,Network
53,17,2018-02-28 01:02:00,23955,1,1,46,62,46,46,46,0,62,62,62,0,4508.4533500313,83.4898768524,23955,0,23955,23955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,41.7449384262,41.7449384262,46,62,51.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,77,46,62,0,0,0,0,0,0,1,46,1,62,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:02:00,1921,1,1,29,106,29,29,29,0,106,106,106,0,70275.8979698074,1041.1244143675,1921,0,1921,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,520.5622071838,520.5622071838,29,106,54.6666666667,44.4559707276,1976.3333333333,0,0,0,0,0,0,0,0,1,82,29,106,0,0,0,0,0,0,1,29,1,106,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:02:00,817,1,1,36,64,36,36,36,0,64,64,64,0,122399.020807834,2447.9804161567,817,0,817,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1223.9902080783,1223.9902080783,36,64,45.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,68,36,64,0,0,0,0,0,0,1,36,1,64,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:02:00,2540,1,1,35,83,35,35,35,0,83,83,83,0,46456.6929133858,787.4015748032,2540,0,2540,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,393.7007874016,393.7007874016,35,83,51,27.7128129211,768,0,0,0,0,0,0,0,0,1,76.5,35,83,0,0,0,0,0,0,1,35,1,83,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:02:00,360,1,1,38,54,38,38,38,0,54,54,54,0,255555.555555556,5555.5555555556,360,0,360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2777.7777777778,2777.7777777778,38,54,43.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,65,38,54,0,0,0,0,0,0,1,38,1,54,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
80,6,2018-02-28 01:02:00,5481425,3,1,0,0,0,0,0,0,0,0,0,0,0,0.729737249,1827141.66666667,3082050.59953602,5385557,16,5481425,2740712.5,3740374.96226789,5385557,95868,0,0,0,0,0,0,0,0,0,72,32,0.5473029367,0.1824343122,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,42780,0,20,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:02:00,332,1,1,74,122,74,74,74,0,122,122,122,0,590361.445783133,6024.0963855422,332,0,332,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3012.0481927711,3012.0481927711,74,122,90,27.7128129211,768,0,0,0,0,0,0,0,0,1,135,74,122,0,0,0,0,0,0,1,74,1,122,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
80,6,2018-02-28 01:02:01,115673704,16,14,449,788,438,0,28.0625,109.3175611083,788,0,56.2857142857,210.601858627,10.6938738644,0.259350215,3988748.4137931,4885860.46432265,10004051,20,115673704,7711580.26666667,4141934.49466376,10015306,189,110189257,8476096.69230769,3758925.97179044,10023290,885,0,0,0,0,332,424,0.1383201147,0.1210301003,0,788,39.9032258065,159.5241580114,25447.9569892473,0,0,1,1,0,0,0,1,0,41.2333333333,28.0625,56.2857142857,0,0,0,0,0,0,16,449,14,788,8192,288,12,20,17943.1818181818,21698.1361310974,83365,11252,9999250.81818182,15392.0223740624,10004051,9952843,Benign,Network
53,17,2018-02-28 01:02:01,460,1,1,36,52,36,36,36,0,52,52,52,0,191304.347826087,4347.8260869565,460,0,460,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2173.9130434783,2173.9130434783,36,52,41.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,62,36,52,0,0,0,0,0,0,1,36,1,52,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:02:01,12349,1,1,31,47,31,31,31,0,47,47,47,0,6316.3009150539,161.9564337193,12349,0,12349,12349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,80.9782168597,80.9782168597,31,47,36.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,54.5,31,47,0,0,0,0,0,0,1,31,1,47,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:02:01,271,1,1,60,156,60,60,60,0,156,156,156,0,797047.970479705,7380.073800738,271,0,271,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3690.036900369,3690.036900369,60,156,92,55.4256258422,3072,0,0,0,0,0,0,0,0,1,138,60,156,0,0,0,0,0,0,1,60,1,156,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
443,6,2018-02-28 01:02:01,61012442,14,14,945,4409,617,0,67.5,168.9787196434,1460,0,314.9285714286,557.8992829267,87.7525931514,0.4589227882,2259720.07407407,4222196.75346039,10012275,0,61012442,4693264.76923077,5133175.57398597,10015306,193,61000760,4692366.15384615,5135778.53325185,10023717,0,0,0,0,0,292,364,0.2294613941,0.2294613941,0,1460,184.6206896552,417.5318134836,174332.815270936,0,0,1,1,0,0,0,1,1,191.2142857143,67.5,314.9285714286,0,0,0,0,0,0,14,945,14,4409,8192,115,9,20,17783.6666666667,15416.9039909661,49253,11427,10005216.1666667,3458.9200289494,10012275,10003666,Benign,Network
53,17,2018-02-28 01:02:01,9028,1,1,38,166,38,38,38,0,166,166,166,0,22596.3668586619,221.5330084183,9028,0,9028,9028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,110.7665042091,110.7665042091,38,166,80.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,121,38,166,0,0,0,0,0,0,1,38,1,166,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:02:01,1530,1,1,30,207,30,30,30,0,207,207,207,0,154901.960784314,1307.1895424837,1530,0,1530,1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,653.5947712418,653.5947712418,30,207,89,102.1909976466,10443,0,0,0,0,0,0,0,0,1,133.5,30,207,0,0,0,0,0,0,1,30,1,207,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
54258,6,2018-02-28 01:02:06,0,2,0,31,0,31,0,15.5,21.9203102168,0,0,0,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,0,0,0,0,31,20.6666666667,17.8978583449,320.3333333333,0,1,0,0,1,0,0,0,0,31,15.5,0,0,0,0,0,0,0,2,31,0,0,110,-1,0,20,0,0,0,0,0,0,0,0,Benign,Network
443,6,2018-02-28 01:02:11,96,2,0,0,0,0,0,0,0,0,0,0,0,0,20833.3333333333,96,0,96,96,96,96,0,96,96,0,0,0,0,0,0,0,0,0,40,0,20833.3333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62820,-1,0,20,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:02:12,19422,1,1,49,65,49,49,49,0,65,65,65,0,5869.6323756565,102.9760065905,19422,0,19422,19422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,51.4880032952,51.4880032952,49,65,54.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,81.5,49,65,0,0,0,0,0,0,1,49,1,65,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,Network
443,6,2018-02-28 01:02:17,245,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0,0,126530.612244898,12244.8979591837,122.5,103.9446968344,196,49,245,122.5,103.9446968344,196,49,0,0,0,0,0,0,0,0,0,60,0,12244.8979591837,0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.3333333333,10.3333333333,0,0,0,0,0,0,0,3,31,0,0,255,-1,1,20,0,0,0,0,0,0,0,0,Benign,Network
53,17,2018-02-28 01:02:22,94783,2,2,98,130,49,49,49,0,65,65,65,0,2405.4946562147,42.2016606353,31594.3333333333,36992.7647295161,72288,1,22494,22494,0,22494,22494,1,1,0,1,1,0,0,0,0,16,16,21.1008303177,21.1008303177,49,65,55.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,69.25,49,65,0,0,0,0,0,0,2,98,2,130,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign,Network
